RamanShift (cm-1),Spectra 1,Spectra 2,Spectra 3,Spectra 4,Spectra 5,Spectra 6
1159.412109,40.088928,90.214233,76.908996,122.891296,40.96376533,71.734528
1157.703125,48.0351865,101.802551,62.156067,124.219238,41.40641267,99.422089
1155.994141,39.1586605,94.372741,57.65155,109.458557,36.48618567,74.445435
1154.285156,64.6481625,117.65271,94.107483,97.628845,32.54294833,91.88443
1152.576172,74.045471,79.522796,99.835205,128.199219,42.733073,103.468048
1150.867188,52.0148315,113.026672,102.635986,75.446472,25.148824,91.661225
1149.15625,36.569519,77.837066,70.351379,120.620605,40.20686833,75.4758
1147.445312,39.392578,118.631042,55.61914,114.642334,38.21411133,78.289612
1145.734375,46.59613,102.443481,74.500854,59.006286,19.668762,95.708313
1144.023438,45.03479,144.674133,72.921997,124.597839,41.532613,72.23114
1142.3125,69.753265,94.908935,68.422668,102.563049,34.187683,94.023255
1140.599609,42.64389,107.92987,49.323028,125.786499,41.928833,115.805695
1138.886719,64.4332885,122.404235,75.48883,130.028625,43.342875,127.36319
1137.175781,43.902435,90.184753,76.830139,72.991455,24.330485,108.276642
1135.460938,56.92984,56.520782,104.4375,65.574035,21.85801167,55.649048
1133.748047,51.722229,122.038635,73.675109,81.493225,27.16440833,71.587128
1132.033203,52.3489375,86.924438,72.098571,135.313721,45.10457367,75.853882
1130.320312,52.975311,143.660278,96.771972,101.648804,33.88293467,72.8302
1128.605469,60.8882445,82.324157,63.1156,69.456177,23.152059,71.265198
1126.890625,63.697937,134.664672,111.102417,111.587036,37.19567867,71.157929
1125.173828,33.00177,73.357635,49.768402,93.973511,31.32450367,94.358368
1123.458984,38.000946,61.595306,99.193908,73.455017,24.48500567,111.722809
1121.742188,51.7343135,49.838134,81.590026,20.911926,6.970642,79.572632
1120.025391,74.9239195,109.418029,68.363037,118.334595,39.444865,89.653778
1118.308594,47.89093,120.94226,84.262573,115.289367,38.429789,80.809662
1116.591797,57.975067,80.077484,79.775024,100.604553,33.534851,98.16156
1114.873047,57.8712155,97.42218,92.754211,85.926208,28.64206933,77.681091
1113.15625,35.9504695,78.397583,70.805786,90.162353,30.05411767,70.299896
1111.4375,61.298889,98.643127,77.962097,82.763428,27.58780933,96.36734
1109.71875,64.828796,108.702942,80.751892,120.436035,40.145345,61.362488
1107.998047,32.7465515,115.851196,87.90271,101.4057,33.8019,53.989716
1106.279297,48.633087,95.386108,60.159484,92.555908,30.85196933,85.856018
1104.558594,44.1726985,77.835724,65.858154,105.502685,35.16756167,58.140991
1102.837891,57.1445005,95.153625,59.929138,87.940674,29.313558,63.846527
1101.117188,43.9709165,118.272644,83.059143,84.908447,28.30281567,69.549469
1099.396484,45.3219295,93.46936,81.486389,92.040649,30.68021633,85.413086
1097.675781,40.140289,106.417419,72.653381,77.396301,25.798767,85.302368
1095.953125,50.9244685,88.883911,101.572509,116.453979,38.817993,92.447846
1094.230469,63.880157,96.023559,75.320434,98.908813,32.96960433,89.433716
1092.507812,36.2136535,103.159973,92.616333,113.284302,37.761434,83.519653
1090.785156,49.166809,113.193664,99.748291,97.197815,32.39927167,37.000519
1089.0625,46.8897705,133.372497,85.11853,117.366943,39.12231433,76.049164
1087.337891,43.8888855,88.309448,98.049926,83.891174,27.96372467,81.738953
1085.613281,55.382263,78.04953,96.476257,130.141479,43.380493,97.571289
1083.888672,62.5235595,109.814331,116.647338,109.718445,36.572815,78.620941
1082.164062,47.2075805,118.386535,73.040893,93.65039,31.21679667,79.960236
1080.439453,60.8648985,121.161621,87.412292,125.384216,41.79473867,79.850556
1078.712891,49.176025,87.735229,59.766601,102.079712,34.02657067,46.436524
1076.986328,43.2830505,135.393921,81.376098,120.76831,40.25610333,98.451233
1075.259766,70.6819455,90.400329,101.527954,130.764343,43.58811433,79.521546
1073.533203,66.957275,120.672607,76.792785,98.791809,32.930603,80.858948
1071.806641,52.38385,94.509521,108.515503,146.402832,48.800944,87.982605
1070.078125,86.271057,90.053955,122.85968,133.244018,44.41467267,74.853394
1068.349609,78.9301145,120.305969,124.176941,117.198913,39.06630433,89.205536
1066.623047,63.6407775,79.70285,100.904907,137.304626,45.76820867,94.876709
1064.892578,57.0307615,96.934753,105.11853,161.737549,53.91251633,86.090912
1063.164062,66.3197935,119.939392,99.210022,135.580932,45.193644,85.979675
1061.433594,36.595581,109.703735,99.085754,74.76123,24.92041,82.978882
1059.705078,72.6074215,108.139404,97.516418,152.636596,50.87886533,81.423828
1057.974609,62.390808,132.570068,106.061279,119.278625,39.75954167,107.308258
1056.244141,80.3330685,109.343994,85.71289,101.817505,33.93916833,94.197785
1054.511719,48.4668575,114.998108,105.809631,106.016479,35.33882633,92.641144
1052.78125,69.290466,142.297119,59.481384,105.884033,35.29467767,83.869263
1051.048828,67.0191955,97.441589,89.679504,136.05133,45.35044333,88.086975
1049.316406,47.438629,94.439209,63.579895,91.193909,30.39796967,70.664734
1047.583984,53.1052855,66.920745,40.377624,96.833496,32.277832,82.094483
1045.851562,58.7693785,88.438415,56.134277,115.447449,38.482483,56.029938
1044.117188,37.04129,65.258148,35.828308,116.754272,38.91809067,29.97699
1042.382812,36.941406,82.442779,67.439819,69.058533,23.019511,81.76294
1040.648438,36.1210935,115.469726,61.556091,81.902405,27.30080167,90.297974
1038.914062,48.986694,98.061218,41.262329,104.824585,34.94152833,78.660736
1037.179688,73.3686825,84.981201,84.378906,127.736511,42.578837,78.550903
1035.445312,27.9022825,63.267334,82.817077,54.161682,18.053894,55.401734
1033.708984,15.5675655,87.631103,65.412597,61.238708,20.41290267,46.659241
1031.972656,21.949249,106.226745,50.895813,56.798096,18.93269867,43.677857
1030.236328,29.0475155,104.668274,81.01477,66.749206,22.24973533,30.624848
1028.5,59.8804625,105.987793,76.576233,93.959717,31.31990567,57.860382
1026.761719,49.70697,64.156524,85.090759,99.582947,33.19431567,60.631775
1025.023438,45.290039,92.806701,53.317993,93.699524,31.23317467,59.087799
1023.285156,31.530029,74.000122,90.601318,83.505615,27.835205,48.918244
1021.546875,48.679626,68.138275,40.146637,50.318237,16.77274567,56.001801
1019.808594,38.517578,62.278991,64.476562,96.18341,32.06113667,17.096253
1018.070312,38.4171445,53.548858,37.048767,93.179199,31.059733,29.930603
1016.330078,32.571075,49.131805,25.441162,60.011841,20.003947,31.267883
1014.589844,63.347717,94.979553,25.332855,62.761352,20.92045067,64.198548
1012.849609,51.0376585,54.661102,30.970367,66.945373,22.31512433,55.477051
1011.109375,36.579956,37.327667,19.371765,81.175476,27.058492,46.7594
1009.367188,49.3959045,31.48291,32.187072,63.826599,21.275533,61.007691
1007.626953,26.3361815,55.771453,44.996612,43.615906,14.53863533,50.857849
1005.884766,7.5902095,52.794037,62.105896,90.834472,30.27815733,32.105591
1004.142578,24.7063595,48.383758,60.554443,93.573059,31.19101967,36.308319
1002.398438,23.175018,39.67395,15.967773,84.839721,28.279907,41.942932
1000.65625,9.459503,3.731353,38.808807,46.006653,15.335551,40.40741
998.912109,27.280212,22.265899,40.131256,81.716553,27.238851,13.074982
997.167969,37.2121275,49.389282,84.460144,35.737182,11.912394,65.995819
995.423828,14.9073485,69.337738,37.041259,41.349914,13.78330467,24.344299
993.679688,15.5280455,83.548309,45.52774,45.527832,15.175944,34.27179
991.933594,21.8760375,59.091186,38.251678,58.295288,19.43176267,38.467133
990.189453,7.463287,70.434417,35.275726,78.214783,26.07159433,39.797394
988.443359,7.3695065,63.166198,56.64447,48.031311,16.010437,38.264466
986.697266,0.121063,47.315582,57.960571,39.325439,13.10847967,33.8703
984.951172,24.3493345,75.821045,14.904876,40.637634,13.545878,29.478058
983.203125,22.106262,51.392883,62.021911,54.821899,18.27396633,45.112
981.455078,42.0286865,55.575042,60.474365,70.429626,23.476542,43.579102
979.707031,31.2047115,51.177368,16.016479,67.444946,22.48164867,42.046845
977.958984,48.972076,62.504242,75.971984,68.74945,22.91648333,44.803253
976.210938,48.868835,42.387878,65.843872,28.612243,9.537414333,37.555268
974.462891,28.764038,63.71231,48.573242,29.924805,9.974935,40.311341
972.712891,44.377319,65.030059,35.597534,41.23529,13.74509667,51.636383
970.962891,54.9853515,80.627563,61.204345,83.957519,27.98583967,51.531891
969.212891,62.019287,89.079406,29.661743,75.262634,25.08754467,37.150086
967.462891,49.0664365,71.834259,40.97705,82.272888,27.424296,51.322876
965.710938,61.093231,64.586364,35.153534,92.134155,30.711385,56.926727
963.960938,58.8469845,122.972351,60.737365,96.283874,32.09462467,61.101257
962.208984,70.866058,110.010376,77.746643,100.431701,33.47723367,45.30365
960.457031,69.331604,131.280822,83.333496,124.543152,41.514384,16.67804
958.703125,81.3428035,122.600097,87.491272,124.405212,41.468404,67.910065
956.951172,74.817474,103.944885,78.811218,154.202148,51.400716,43.568604
955.197266,73.995605,110.950744,60.153747,118.428833,39.47627767,66.26825
953.443359,78.8733825,159.273315,108.506469,126.841186,42.28039533,44.78772
951.689453,99.4184265,150.593872,121.206115,119.580139,39.86004633,24.741364
949.935547,94.3189085,177.522827,115.375976,156.471985,52.15732833,63.095886
948.179688,88.5097045,188.77716,106.699157,173.413025,57.80434167,48.749848
946.425781,99.785522,170.131958,110.844787,190.346374,63.44879133,72.84607
944.669922,109.633026,236.888244,208.970703,210.118469,70.03948967,78.429413
942.914062,123.0332335,276.579284,181.771118,256.916626,85.63887533,52.706207
941.15625,115.800018,282.110534,205.823608,266.706604,88.90220133,69.67215
939.400391,114.970184,289.061462,229.865295,209.646118,69.88203933,65.296448
937.642578,122.6722715,243.397705,185.60675,235.083496,78.36116533,103.580963
935.884766,111.889862,190.646423,171.237915,230.655456,76.885152,94.934601
934.126953,119.5890195,186.242797,166.829895,185.011902,61.670634,90.556
932.369141,102.417694,224.470153,146.784729,203.332519,67.77750633,73.390503
930.609375,130.714874,191.647827,132.434143,180.446045,60.14868167,70.439331
928.851562,100.7657775,157.419922,130.87976,164.671448,54.89048267,98.736847
927.091797,90.710266,160.127563,98.06903,150.323974,50.10799133,83.001038
925.332031,106.213531,161.414306,110.7276,170.055359,56.68511967,98.505554
923.570312,94.741882,137.151794,119.119995,191.197082,63.73236067,87.034943
921.810547,89.6610715,125.67163,140.286926,138.539001,46.179667,84.083771
920.048828,96.6416015,117.034057,106.083862,161.096863,53.69895433,57.015473
918.287109,90.144165,126.839538,118.729065,143.929321,47.97644033,64.001221
916.525391,99.2484435,118.205505,102.991272,138.114075,46.038025,62.47522
914.763672,105.513092,170.538879,104.28302,176.251892,58.75063067,76.545288
913,127.3666075,120.79309,112.665222,92.4729,30.8243,86.356629
911.236328,108.822418,109.331909,68.581298,151.860351,50.620117,59.318207
909.472656,123.581207,158.797973,137.923706,165.883484,55.29449467,60.628082
907.708984,121.3356015,111.921447,110.860962,165.735473,55.24515767,64.770294
905.945312,102.805206,100.469909,133.403381,192.494324,64.16477467,34.922669
904.179688,116.1393735,101.76593,140.352783,154.112732,51.37091067,67.385559
902.416016,120.9743955,149.773193,107.642334,117.164062,39.05468733,41.797363
900.650391,113.070465,115.677673,124.506164,129.763672,43.25455733,36.033508
898.884766,124.9781795,128.288208,80.488647,126.793945,42.26464833,51.495392
897.117188,121.320465,88.554748,121.411804,154.945556,51.64851867,40.073639
895.351562,112.714569,116.722046,100.055175,122.272644,40.757548,10.271973
893.583984,135.218414,139.220947,98.514099,158.895813,52.965271,54.007324
891.816406,102.5822445,187.154052,121.018249,127.650268,42.55008933,46.833435
890.048828,86.9200435,116.351318,103.918213,137.403442,45.80114733,38.249481
888.279297,93.1654355,93.620666,119.342163,130.196899,43.39896633,39.560028
886.511719,93.7574765,104.803222,100.83667,130.05664,43.35221333,52.17099
884.742188,92.93692,94.796081,92.231323,173.697632,57.89921067,16.75766
882.972656,112.5903625,111.621093,83.62976,132.600097,44.20003233,13.836121
881.203125,93.4142455,119.968444,84.919433,140.929138,46.97637933,5.269196
879.431641,106.0018615,132.545959,104.566467,122.438965,40.81298833,64.450775
877.662109,109.4120785,123.952453,108.674316,130.766418,43.588806,47.409973
875.890625,111.4100645,137.933899,91.607544,113.69751,37.89917,61.412415
874.119141,94.367004,140.625976,147.930786,158.692749,52.897583,31.686524
872.347656,111.172882,139.086609,109.699524,144.445251,48.148417,54.146454
870.574219,111.0543515,127.679809,132.139648,137.252868,45.750956,20.206421
868.800781,106.70755,144.466308,134.82611,145.5672,48.5224,29.973877
867.029297,98.8399655,127.426941,136.10144,131.332214,43.77740467,32.691345
865.255859,135.352142,97.716369,121.870483,110.059814,36.68660467,29.77237
863.480469,93.678741,142.667053,125.966613,121.191406,40.39713533,24.037811
861.707031,110.461578,122.823364,131.469787,136.542175,45.51405833,0
859.931641,106.8235165,142.407226,120.06665,149.070312,49.690104,33.693634
858.15625,122.891876,132.424865,117.118652,184.112488,61.37082933,27.961945
856.380859,136.138519,132.29718,121.211914,136.115845,45.37194833,46.154816
854.605469,128.2764585,151.865356,118.264831,185.213318,61.73777267,64.339356
852.828125,133.7798155,155.952758,111.096923,190.686035,63.56201167,45.945679
851.052734,125.921722,217.692566,137.701477,197.5625,65.85416667,62.715668
849.275391,137.749542,195.051208,178.361267,191.782715,63.92757167,54.171906
847.498047,130.596771,193.503601,176.810119,173.35553,57.78517667,54.065399
845.71875,154.362579,180.71466,144.325439,190.067688,63.355896,66.606171
843.941406,180.2248225,205.864318,183.550171,206.772095,68.92403167,67.901734
842.162109,171.662506,191.673706,197.45874,203.804504,67.93483467,93.075043
840.382812,176.4447325,206.97937,162.18103,233.136535,77.71217833,73.29953
838.603516,159.463348,204.026489,230.876098,168.389953,56.12998433,83.016358
836.824219,195.82785,223.533081,161.89862,246.843872,82.28129067,84.306793
835.042969,193.584503,245.837341,182.82019,204.57666,68.19222,82.789948
833.261719,199.760101,241.474426,203.732177,217.045532,72.34851067,63.034668
831.480469,183.4900205,267.972351,174.106933,249.146118,83.048706,86.771637
829.699219,221.217987,239.766174,190.801635,303.669617,101.2232057,127.32608
827.917969,206.352325,260.644104,190.653747,321.71521,107.2384033,145.429169
826.134766,224.433685,282.914062,222.765503,276.675415,92.22513833,141.096405
824.351562,229.8941955,274.343139,278.701171,332.556335,110.8521117,142.371185
822.568359,243.758514,281.187866,282.739074,329.56665,109.85555,118.425812
820.785156,235.9048765,341.257995,240.521179,341.986511,113.9955037,118.304291
819.001953,218.251678,328.478088,250.171081,340.396301,113.4654337,106.979279
817.216797,223.00827,331.105224,262.61853,355.608032,118.5360107,150.264069
815.431641,251.5590515,329.531677,262.454101,354.015259,118.0050863,140.336579
813.646484,238.11264,319.56195,255.287902,349.624206,116.541402,159.802704
811.861328,270.8442075,351.571228,269.125549,364.82312,121.6077067,156.873261
810.074219,288.873016,349.993835,243.764526,400.997436,133.665812,163.73703
808.289062,253.0509945,303.664856,271.592407,388.207336,129.4024453,118.852387
806.501953,278.765533,351.035583,292.412109,378.219421,126.0731403,145.296295
804.714844,260.435394,336.878418,271.259216,382.214599,127.4048663,167.534455
802.925781,253.992767,338.100647,265.498779,335.89624,111.9654133,156.220978
801.138672,281.086395,336.527771,293.296081,370.638122,123.5460407,128.145844
799.349609,244.6084285,350.321533,276.350708,352.281555,117.427185,148.975556
797.560547,260.519012,368.298584,267.797912,384.210388,128.0701293,186.554779
795.771484,262.459564,324.831726,269.029113,330.952392,110.317464,189.209809
793.982422,265.7951355,338.618469,267.466003,325.180786,108.3935953,151.380951
792.191406,218.886627,346.816284,263.110473,343.13739,114.37913,142.877716
790.402344,247.3459775,303.384033,240.606018,322.017212,107.3390707,167.865814
788.611328,219.992889,297.636169,226.487182,314.856445,104.9521483,152.387543
786.818359,237.978851,307.232238,240.286316,324.434814,108.144938,164.809845
785.027344,213.4290465,300.091613,223.3833,311.69928,103.89976,145.156281
783.234375,209.8007505,251.133667,214.857605,338.002075,112.6673583,110.177338
781.443359,194.327606,235.646911,241.201416,318.300598,106.1001993,128.175385
779.650391,224.1463925,221.560608,241.041259,297.214721,99.07157367,96.003113
777.855469,173.153961,233.948852,240.881103,277.531494,92.510498,98.672302
776.0625,179.983551,242.153076,236.539978,270.391907,90.13063567,97.161987
774.267578,192.379669,214.150634,187.613403,245.154114,81.718038,84.512848
772.472656,172.0556945,225.139709,208.3609,244.985596,81.66186533,101.10379
770.677734,185.839569,238.907287,174.782898,260.126648,86.70888267,81.500549
768.882812,153.698944,206.750305,194.131347,251.605896,83.868632,89.735657
767.087891,168.8717345,166.26123,195.373779,208.310486,69.43682867,84.05542
765.291016,157.6119075,198.113281,164.605102,241.529968,80.50998933,95.067688
763.494141,150.528717,186.845153,203.422607,184.351745,61.45058167,71.312134
761.697266,145.534027,204.775879,162.928161,245.364807,81.788269,86.492737
759.900391,162.779266,211.579406,137.751037,214.61914,71.53971333,75.25882
758.101562,148.05722,187.809936,198.795715,215.846985,71.948995,102.937348
756.302734,119.4496765,166.829834,159.720092,207.349609,69.11653633,94.483124
754.503906,142.244415,175.026123,154.018737,218.300659,72.76688633,73.532654
752.705078,148.365753,165.167114,141.372253,213.972229,71.32407633,88.695007
750.90625,140.601593,185.854187,144.012878,205.480957,68.49365233,66.367127
749.105469,134.922882,195.428222,136.929992,203.933227,67.97774233,74.58432
747.304688,119.5334165,207.772949,113.187317,184.347168,61.449056,64.758545
745.503906,106.9256285,206.239013,124.161987,192.51593,64.17197667,84.070648
743.703125,113.0476985,156.16156,128.191894,154.910705,51.63690167,82.569031
741.902344,98.367126,200.399719,133.607483,139.509277,46.50309233,51.94809
740.099609,110.726776,166.982605,144.569763,161.545837,53.84861233,55.999878
738.296875,118.9226375,154.371154,102.82135,153.079956,51.026652,35.101288
736.494141,99.4007565,155.622375,112.398864,191.731445,63.91048167,40.54068
734.691406,106.20993,152.716797,121.971984,132.003479,44.00115967,45.977509
732.886719,104.013092,133.191955,130.154541,149.866089,49.955363,51.411774
731.083984,103.8943175,139.985901,114.776184,123.408874,41.13629133,48.535034
729.279297,121.0807185,159.23645,113.258728,144.033874,48.01129133,81.654602
727.472656,100.8886105,149.412048,132.518188,142.503784,47.50126133,37.248993
725.667969,108.381195,164.500061,114.380127,158.963379,52.987793,50.982788
723.863281,93.043365,154.678894,112.863708,150.513183,50.171061,63.326721
722.056641,73.5631405,155.927246,100.274902,139.300537,46.43351233,42.469452
720.25,91.4278255,183.448425,120.903198,177.874267,59.29142233,70.0206
718.443359,103.0629575,126.624755,130.45404,139.010559,46.336853,69.908875
716.634766,83.593811,152.757629,141.383606,131.954712,43.984904,72.561524
714.828125,116.644012,183.023986,149.542419,151.157226,50.385742,64.15799
713.019531,104.088226,166.304138,112.073669,182.784546,60.928182,69.573761
711.210938,112.947052,182.741027,91.20874,178.485718,59.49523933,77.74939
709.400391,90.041229,153.60083,122.8656,190.75946,63.58648667,61.064942
707.591797,101.660217,145.182678,133.784057,157.468628,52.48954267,80.283295
705.78125,89.809509,176.795654,107.403259,147.657409,49.21913633,36.000672
703.970703,82.794006,175.275512,141.796264,135.090759,45.030253,45.556244
702.160156,90.2676085,140.645385,120.948181,168.057129,56.019043,81.32016
700.349609,119.8063655,197.064514,105.63092,166.525818,55.508606,60.516083
698.537109,103.8253475,155.550415,133.100402,131.899841,43.96661367,49.374451
696.726562,82.3370055,166.444214,167.455566,182.766296,60.92209867,78.219147
694.914062,100.830261,169.062988,99.722473,179.854126,59.95137533,71.213532
693.101562,101.400726,174.436462,125.795105,149.382995,49.79433167,49.052857
691.287109,112.992401,155.008972,122.902526,156.123596,52.04119867,73.744324
689.474609,109.4275205,163.137878,136.552124,176.634765,58.878255,77.763519
687.660156,108.6183775,143.721862,136.414428,169.595276,56.53175867,95.551422
685.845703,105.0560605,146.34259,137.654602,196.977295,65.65909833,81.665924
684.029297,111.1302795,165.478881,130.629394,159.655212,53.218404,59.52832
682.214844,82.799316,185.982422,113.967468,154.000427,51.33347567,25.016022
680.398438,93.690948,177.585083,155.139282,162.106018,54.03533933,66.187775
678.582031,96.324768,160.938903,142.608764,104.186035,34.72867833,77.080139
676.765625,72.142242,207.556457,105.312744,134.301391,44.76713033,64.589966
674.949219,85.09082,167.539123,121.692443,168.527099,56.17569967,53.480377
673.130859,95.2843625,163.27716,98.173767,145.008117,48.336039,80.862
671.314453,77.9896545,197.493896,118.673095,159.976867,53.32562233,64.256958
669.496094,99.857727,201.469909,102.040466,173.564758,57.85491933,50.407349
667.675781,80.509613,165.611572,100.535888,174.784424,58.26147467,35.190552
665.857422,109.919525,165.473388,101.780517,170.51062,56.83687333,57.057862
664.037109,84.3999325,174.945495,87.91101,171.730285,57.24342833,67.931702
662.21875,90.4613645,158.334167,107.015136,159.223633,53.07454433,48.603607
660.398438,82.7973935,162.314392,115.123779,213.963135,71.321045,55.357453
658.576172,88.1703185,189.615539,101.26062,164.410095,54.803365,60.736176
656.755859,88.0542295,178.498718,99.757995,164.258179,54.75272633,45.537964
654.933594,98.9084775,156.416687,111.979675,181.933105,60.64436833,46.80246
653.111328,89.1930235,156.280456,109.103088,170.809265,56.93642167,31.614502
651.289062,102.097839,184.927917,100.740844,148.725281,49.57509367,43.846863
649.466797,103.348724,149.156311,93.753845,138.984558,46.328186,45.110748
647.642578,81.9937435,162.721862,96.367675,184.04895,61.34965,42.263886
645.818359,96.9456175,170.802185,109.946472,153.758972,51.25299067,84.618591
643.994141,86.556976,167.923706,126.259826,182.366211,60.788737,37.943421
642.169922,89.863739,180.10614,145.305786,191.793213,63.931071,63.850464
640.345703,83.5877075,207.338867,106.810363,153.310058,51.10335267,100.695343
638.519531,113.577606,222.243103,116.26538,158.634094,52.87803133,73.20694
636.693359,117.5596005,222.091247,125.716003,174.900329,58.30010967,96.351257
