Energy(eV) / Data point number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
5.8588,-0.00332179,0.00210837,0.00365498,0.00038887,-0.00159229,-0.00134041,0.001739,-0.00100564,-0.000917906,0.00283454,-0.00309122,-0.000471481,0.00108069,0.000442378,-0.00324415,-0.000533855,0.00040485,-0.000500927,-0.00178238,0.00296898,0.00416636,0.00114151,-0.00366386,0.000860594,-0.00116247,-0.000590152,0.00100659,0.00182783,0.0010072,-0.00254767,0.00234834,0.000421874,-0.00487826,0.00141544,-0.00352767,0.0019493,-0.000217751,-0.00182069,3.84568e-06,0.00183158,0.000653406,-0.00106897,0.0014079,0.00190251,0.00499567,-0.000333247,0.00330291,-0.00129213,-0.000352253,0.00189284,-0.00168434,0.000542724,0.0018015,0.00501928,-0.000877902,-0.00232796,0.00220822,0.00291505,-0.00198081,0.0027273,-0.00381727,0.00584047,-0.000942999,0.00182596,-0.00349627,-0.000784259,0.00192761,-0.000887748,0.00142447,0.00434287,-0.000255832,-0.00188679,0.000782332,-0.00138678,-0.000740693,-0.000628475,0.00237932,-0.00517643,0.00189103,-0.000404067,0.0031929,-0.00111143,0.00131293,-0.00310074,0.00031508,-0.000941513,-0.00266427,-0.000618245,-0.00284007,0.00264719,0.00161883,0.00102793,0.00227299,6.78523e-05,-0.00214058,0.00112692,-0.000272211,-0.000762385,-0.000111292,0.000220022
5.82476,0.000280366,0.00277954,0.00146315,-0.00162319,-0.00242493,0.000181501,0.000930741,0.00203545,0.00197084,-0.00439843,-0.000199398,0.000311751,0.0028975,-0.000950754,-0.000916352,0.00488201,-0.00148956,-0.00224079,-0.00271489,0.00105537,-0.00178611,-0.000296316,0.00141139,-2.03616e-05,0.00180172,0.00370763,0.00322665,-0.00150306,-2.35122e-06,0.000390498,0.000622702,-0.00101825,-0.00103948,0.000338189,0.0021286,-0.000999333,-6.7184e-05,0.00129768,-0.0028164,0.00193529,-0.000140817,0.000725987,-0.000703239,0.00332306,-0.00168388,-0.0032639,0.000873368,0.00228702,-0.00483506,-0.0012859,0.00158375,0.0046411,0.00101048,-0.0024876,-0.000239844,-0.001847,-0.00131561,0.00155031,-9.6886e-05,-0.000440888,0.00284341,-0.00147167,0.00457795,-0.00287896,-0.000969347,-0.00201287,0.00309808,0.00282304,-0.00277221,0.000428475,0.00131128,-0.00347976,-0.000986074,-0.00264429,-0.000357828,0.00198271,0.00163875,0.00383654,-5.32378e-05,-0.0020417,0.00151175,-0.00296206,-0.000523665,0.000774117,0.00202236,0.000522689,0.00227516,0.00209551,6.86071e-05,0.000108759,0.000466749,0.0029093,-7.10182e-05,-0.00209189,-0.0048125,-0.000416583,-0.00186728,0.00164645,-0.000495366,-0.000454819
5.79072,-0.00093619,0.00228319,0.00384626,0.000855059,-0.000325142,0.00148453,0.00177524,-0.00232454,-0.00214107,-0.00358298,-0.00251053,5.26231e-06,-0.00127528,-0.00310616,-0.0028349,-0.00150689,-0.00307693,-0.000229942,-0.00112558,-0.00147712,0.00587869,0.00292485,-0.00320275,0.000901422,0.000245161,0.000825729,-0.000584572,0.00118867,-0.00386348,-0.00226749,-0.00273516,0.00173787,0.00109183,-0.00212398,0.00141781,-0.000267233,0.00171246,0.00159622,0.000873439,0.000408668,0.00108695,0.00268268,0.00183361,0.000280393,0.0013856,0.000637479,-0.00188682,4.88338e-06,0.00234613,0.00326347,0.00250968,-0.00118718,0.00187879,-0.00265135,0.000503168,-0.00146024,0.00231333,0.00368431,0.00262107,0.00265437,-6.12942e-05,-0.000295356,0.00129943,-0.000124251,-0.000974948,-0.000661882,0.000181877,-0.00172767,0.00351042,-0.0021772,-0.00403574,-0.00209049,-0.00214882,0.000259779,-0.000447871,-0.00107627,-0.00141258,0.00113391,0.000744488,0.00180376,0.00188261,0.00224862,8.41226e-06,-0.00404154,-0.000519999,-0.00193497,-4.8701e-05,0.0018863,-0.00321895,0.00102694,0.000366909,-0.00551871,-0.00320058,0.00225236,0.00181537,0.00108107,0.00222105,0.0010524,-0.00468688,0.00124698
5.75668,0.000194067,0.00139703,0.000143359,-0.000660735,0.00224834,0.000114451,-0.00181501,0.00176755,-0.00250328,0.000515133,0.00032077,-0.00190206,0.00269793,0.000450303,0.00102097,-0.00185919,0.00152803,0.00025183,0.000330684,0.00462364,-0.00117118,-0.00475507,-0.00294244,-0.00133603,-0.00237914,-0.0012354,-0.00227704,-0.00112683,0.000480935,0.000972005,-0.00246887,0.00101362,-0.00047064,-0.00101903,-0.00348374,0.00149572,-0.000629236,-0.00314213,-0.00182943,-0.00160668,-0.00170515,0.00143826,0.00115758,-0.00110886,-0.000101953,-0.00282075,-0.00167606,3.71724e-05,-7.81528e-05,0.000115737,-0.00120334,0.00039469,0.00163059,0.000324646,-0.00213521,0.00160138,-0.00163754,-0.00136941,0.0022723,-0.00190892,0.00227351,-0.00125923,9.81925e-05,-0.000475406,0.00301833,0.00230789,-0.00127752,-0.00212828,-0.00282071,-0.00200737,0.00177958,0.00279372,0.000517859,0.00271918,0.00145915,-0.00143525,0.00341541,-0.000595057,-0.000944227,0.000559349,0.000964903,0.0006723,-0.000804985,-0.00471223,0.000819777,-0.00369125,-0.00304375,-0.000618421,-0.000816621,0.000426299,-0.000764766,-0.00191975,0.00153771,0.000905027,-0.00204571,-0.00133301,0.00172142,-0.00202801,0.00309028,0.00165433
5.72264,0.00283726,-0.00199799,0.00183779,0.00220261,0.00107984,-0.000548596,0.000672051,-0.00110896,-0.00376049,0.0020469,-0.00235096,0.000457918,-0.00658601,0.00190789,-0.00312464,2.39435e-05,0.000738085,-0.00142987,-0.00237128,-0.00439011,0.00143382,0.000492875,-0.00135398,0.000874438,0.00229481,-0.00495144,-0.00242376,-0.0024454,0.000970789,0.00405352,-0.000548642,-0.000838118,-0.000721288,0.00207724,-0.00198997,0.00190237,0.00451197,0.00103519,-0.000620063,-0.00119479,-0.00110781,-0.00262894,0.00156205,-0.00128999,0.00176102,0.0014898,9.86976e-05,-0.00241209,-0.00128661,-0.00252317,-0.000181758,-0.0014678,0.00244989,-0.00122305,-0.000575695,-0.00328032,-0.00195951,-0.000670894,-0.00300381,-0.000392257,-0.0010218,1.08568e-05,0.00184719,-0.00026939,-0.00033586,-0.00100475,-0.00295771,-0.00025636,0.000104492,-0.000997464,0.00125882,0.00058426,0.00132196,-0.000218427,-0.000881433,0.00222545,-0.00152263,-0.00298736,-0.00120271,-0.000788369,0.000100675,0.00355573,-0.000687726,-0.00217068,-0.000203811,0.000971993,1.42046e-05,0.00216418,-0.00228507,7.47863e-05,-0.00142206,0.00258407,-0.00116537,0.000326004,-0.00176191,0.00222357,-0.000462443,-0.000985132,0.000723469,0.0026138
5.6886,-0.00229278,0.00303597,-0.000875891,0.00145816,-0.000951563,0.000254485,0.00196302,-0.00345016,-0.00126943,0.000920553,-0.000426961,0.00108462,-0.000454198,0.00295389,0.00265503,0.000909132,-0.00242795,-0.00194932,-0.00125146,0.00107314,0.00342589,0.00144354,0.00419035,0.00186877,-0.000622915,-0.00142537,-0.00142359,-0.00111757,-0.00054504,0.0019123,0.00338339,-0.000619163,-0.000177651,0.000975421,0.00181,0.00181668,-0.00213498,0.000519138,-0.00227647,0.00143959,-0.0013929,0.000807797,0.00138974,-0.00200295,0.000106541,0.00167273,-0.0030525,0.00175003,0.00137423,-0.000474829,0.00111444,-0.000407139,-0.000510508,0.000662787,0.000178983,-0.00175505,-0.000113496,-0.00604815,0.00317143,0.00224425,0.000591947,-0.0022731,0.00520965,0.000800172,-0.000658949,7.16962e-06,0.000399622,0.00161144,-0.000356127,0.000725838,0.00463678,0.00284764,0.00353436,-0.00331572,0.000347377,-0.00176972,0.00251959,0.00174341,-0.00189408,0.00141315,-0.00115625,0.00344607,-0.00133383,7.37489e-05,0.000722902,-0.000743234,0.00102293,-0.00285503,-0.000943734,0.000860264,8.07017e-05,-0.00189024,0.00133942,-0.00124364,0.00279007,0.00143393,-0.00268351,-0.00148855,-0.00150104,-0.00289898
5.65456,0.00244413,-0.00142386,-0.00115473,-0.000571296,-0.00208747,0.000781208,-0.000425426,-0.00228813,0.000107967,0.00226959,-0.00216708,-0.00167228,0.00217651,-0.000299686,0.000274609,0.000889406,-0.0001099,0.000882574,0.00372702,-0.00151516,-1.70418e-05,4.69769e-05,0.00367695,-0.000576862,0.00444802,-0.000406351,0.00318877,-0.00169771,-0.00189347,0.0014798,-0.00233986,0.000515426,-0.00127114,0.00104188,-0.000551385,-0.00214225,0.00153372,0.000254281,-0.00143986,-3.44447e-05,-0.000485916,-0.00151729,0.00172332,-7.93853e-05,-0.00206806,-0.00209665,0.00122364,-0.000719573,0.00259657,-0.000463002,0.00174302,0.00415847,0.00312002,-0.00170324,-0.00461169,-0.00021801,-0.00317024,0.00157879,0.00350513,-0.00271293,-0.00137417,-0.00317378,0.000143336,-0.00190187,-0.00656519,0.00221214,-0.00195341,-0.00122286,0.00224723,0.000970771,-0.000997428,0.00237662,0.00146806,-0.00449686,0.00223863,6.2123e-06,0.00284916,-0.00120327,0.00358048,-0.000257505,0.00176111,-0.00281642,-0.000185442,-0.00218835,-0.000393582,-0.00062968,-0.00109657,5.84793e-05,-0.00101099,0.00313974,-0.00198683,0.000760217,-0.00155636,-0.00202275,0.0052217,0.000384545,0.00132507,-0.00350777,-0.000933932,-0.000872061
5.62052,0.000120989,-0.00627106,-0.000328147,-0.00167343,0.000184408,0.00360073,4.8224e-05,-0.00224774,0.00053983,-0.00228073,0.00309153,-0.000455115,0.000614441,0.0017844,-0.00194223,-0.00075361,0.00021588,0.00101891,-0.00165478,0.000319373,-0.00286986,0.00324678,-0.00158511,0.000551273,0.000201938,-0.00068505,-0.00244006,-0.00289875,-0.00270259,0.000504187,-0.000633289,0.00228077,0.00403386,0.00194474,-0.00105185,0.00157758,0.00111169,-0.00369028,0.000550588,-0.00398125,-0.00153556,0.000568069,-0.000490922,0.00157006,-0.000902112,-0.00150763,-0.001503,-0.00175093,-0.000682928,0.000332233,-0.000573115,0.00111384,0.000521629,-0.00228556,0.000347078,0.00020485,0.00201143,-0.00132801,-0.00369612,0.0011709,-0.00199979,-0.000968705,0.0017669,-0.00272282,0.000558669,0.00153198,0.00165625,0.00386777,0.000564241,0.0023719,0.0052074,-0.00221824,-0.00228936,0.00311343,0.00155628,-0.000811153,0.000765591,0.00194603,0.000523066,-0.00142423,0.00174046,0.00162307,0.00486361,0.00108354,0.00257957,0.00210644,0.00103856,0.00413062,-9.20046e-05,0.000832039,5.11006e-05,-0.00276934,-0.00197835,-0.000865961,-0.00199169,0.00174934,-0.000476202,0.000784234,0.00312924,0.00512211
5.58647,0.00348777,0.00178974,0.00106251,-0.000409387,-0.00273303,0.00283538,-0.000720028,-0.00248784,0.002791,-0.00233388,0.00128054,-0.0026913,0.00201942,-0.000423432,0.00068536,0.0019195,-0.00026795,-0.00291169,-5.72922e-05,-0.000893367,0.00230103,-0.00011952,0.00358466,-0.000987682,0.000292783,-0.00319432,0.0026698,0.000525863,-0.00026666,-0.0026589,0.00174737,-0.00049818,-0.00480807,-0.00172111,-0.00324036,-0.00113608,0.00131377,-0.000297385,-0.00436208,-0.00388225,-0.00398988,0.000829086,0.000767472,-0.00280582,0.00309799,0.000569046,-0.000461487,-0.000272526,0.00172744,0.00155934,-0.000294105,-0.00117695,0.00255819,-0.0015011,0.00099842,-0.00288189,0.00444682,0.000157565,-0.00423517,-0.00207977,0.000684199,0.000910952,0.001328,-0.00263283,7.05524e-06,0.000121774,0.000604084,0.000574212,-5.03755e-05,0.00225781,-0.00113516,0.000430794,5.20072e-05,0.00231474,0.000183043,0.00209788,-0.00106987,-0.00184684,0.000150892,-0.00352346,-0.000557794,-0.00113692,-0.00283886,-0.000576186,-0.000561068,0.0018413,-0.000265973,-0.000241261,0.000761746,0.00370824,-0.00152939,-0.000390905,0.0021716,-5.01862e-05,0.00101584,0.00401622,0.000687928,0.00134939,-0.000421783,-0.000939693
5.55243,-0.00239091,0.00100133,-0.00113765,0.000271114,-0.00548979,0.00330606,-0.000547613,-0.00137809,-0.00026423,-0.000573701,0.00134056,0.00102466,0.000909804,-0.00306524,-0.00179768,0.00240454,0.00290472,-0.00309041,0.00257426,0.000277182,2.30804e-05,0.00139861,0.00032146,-9.05333e-05,-0.000694019,0.0025414,0.000415684,0.00205659,0.00277973,-0.00116068,-0.00352528,-0.000184171,0.00331205,0.0017796,-0.00230797,-0.00125159,0.0051041,0.00209367,-0.00163302,0.00177798,0.000689853,-0.00199606,0.000647354,0.000232847,0.00277719,-0.00301142,0.000560102,-0.00020496,0.000603752,-0.000873734,-0.000809992,-0.0024477,-0.00236817,-0.00279352,-0.00179814,-0.00308741,0.00171179,0.00309542,0.00103144,-0.0030601,0.00107151,-0.0017064,-0.000635051,-0.000150815,-0.00322463,0.00408892,0.00163208,0.00166045,0.00146737,0.0011449,-0.00137965,0.00390146,0.00144525,2.4978e-05,0.000675294,0.000698314,0.00273646,-0.00117558,0.000821774,0.00232164,0.00107222,0.00198707,0.000646183,-0.00276939,0.000191684,-0.00309316,0.00137409,0.00133079,0.002254,-0.000170468,0.00128438,8.71218e-05,0.000493386,-0.00117964,0.00180938,0.000561675,0.00124914,-0.000845096,0.000370149,0.000185994
