Energy (eV),Spectra 1,Spectra 2,Spectra 3,Spectra 4,Spectra 5
6.05251910747609,2.2408048974473e-87,1.40050306090456e-87,1.36938394425022e-08,3.84725014095797e-77,1.61057852004032e-87
6.04687719326363,3.96710404695767e-87,2.47944002934855e-87,1.55714234116574e-08,7.86109116278064e-77,2.85135603375101e-87
6.04123527905117,7.01774420570337e-87,4.3860901285646e-87,1.77001845786804e-08,1.603986970624e-76,5.0440036478497e-87
6.03559336483871,1.24044032098587e-86,7.75275200616171e-87,2.01128528027463e-08,3.26816846093825e-76,8.91566480708688e-87
6.02995145062625,2.19082966209148e-86,1.36926853880717e-86,2.28463041347364e-08,6.64957100744256e-76,1.57465881962846e-86
6.02430953641379,3.86630175929325e-86,2.41643859955828e-86,2.59420702694569e-08,1.35104065052459e-75,2.77890438949248e-86
6.01866762220133,6.81769045584597e-86,4.26105653490373e-86,2.94469085482994e-08,2.7411247427279e-75,4.90021501514034e-86
6.01302570798888,1.20124946753401e-85,7.50780917208756e-86,3.34134394504122e-08,5.55360232559244e-75,8.63398054790302e-86
6.00738379377642,2.11486930764679e-85,1.32179331727925e-85,3.79008592736735e-08,1.12358608371246e-74,1.52006231487165e-85
6.00174187956396,3.72038819779489e-85,2.3252426236218e-85,4.29757365501427e-08,2.26998778346041e-74,2.67402901716624e-85
5.9960999653515,6.53954268222761e-85,4.08721417639225e-85,4.87129016722291e-08,4.57958667738153e-74,4.70029630285369e-85
5.99045805113904,1.14857906591105e-84,7.17861916194409e-85,5.51964402342228e-08,9.22602530862206e-74,8.25541203624149e-85
5.98481613692659,2.01571353305239e-84,1.25982095815775e-84,6.25208017287065e-08,1.85604539926786e-73,1.4487941018827e-84
5.97917422271413,3.53468831171603e-84,2.20918019482252e-84,7.07920364890474e-08,3.72862015884802e-73,2.54055722404876e-84
5.97353230850167,6.19338150987228e-84,3.87086344367017e-84,8.0129175149087e-08,7.47985685314279e-73,4.45149296022704e-84
5.96789039428921,1.08432367393891e-83,6.7770229621182e-84,9.06657664116992e-08,1.49838709804044e-72,7.79357640644996e-84
5.96224848007675,1.89690003066791e-83,1.18556251916744e-83,1.02551590592555e-07,2.99737001314325e-72,1.36339689704566e-83
5.95660656586429,3.31576959249893e-83,2.07235599531183e-83,1.15954568249089e-07,5.98745533102597e-72,2.38320939461546e-83
5.95096465165184,5.79133440242002e-83,3.61958400151251e-83,1.3106288523319e-07,1.19434503823479e-71,4.1625216017545e-83
5.94532273743938,1.01071180429228e-82,6.31694877682673e-83,1.48087357737188e-07,2.37904648481896e-71,7.26449109338403e-83
5.93968082322692,1.76250529513453e-82,1.10156580945908e-82,1.67264063355203e-07,4.73218419973547e-71,1.26680068088526e-82
5.93403890901446,3.07105730340067e-82,1.91941081462542e-82,1.88857266876539e-07,9.39952591024433e-71,2.20732243683531e-82
5.928396994802,5.3468722388187e-82,3.34179514926169e-82,2.13162672487114e-07,1.86438608371335e-70,3.84306442168618e-82
5.92275508058954,9.3017805857571e-82,5.81361286609819e-82,2.40511037303108e-07,3.69276227787176e-70,6.68565479609008e-82
5.91711316637709,1.61691344456139e-81,1.01057090285087e-81,2.71272184724912e-07,7.30386006545097e-70,1.16215653829537e-81
5.91147125216463,2.80841866404686e-81,1.75526166502929e-81,3.05859460007357e-07,1.44257742678566e-69,2.01855091482053e-81
5.90582933795217,4.87406510737552e-81,3.0462906921097e-81,3.44734674725662e-07,2.84519092824621e-69,3.50323429600648e-81
5.90018742373971,8.4523057552794e-81,5.28269109704963e-81,3.8841359150897e-07,5.60362795825569e-69,6.07509476178197e-81
5.89454550952725,1.46458124655643e-80,9.1536327909777e-81,4.37472005551519e-07,1.10207910038129e-68,1.05266777100046e-80
5.88890359531479,2.5357482589275e-80,1.58484266182969e-80,4.92552485034685e-07,2.16442147721154e-68,1.8225690611867e-80
5.88326168110234,4.38685419679987e-80,2.74178387299992e-80,5.54371838744433e-07,4.24479281800336e-68,3.15305145412891e-80
5.87761976688988,7.5832375670526e-80,4.73952347940788e-80,6.23729385893721e-07,8.31298038839905e-68,5.45045200170659e-80
5.87197785267742,1.30981669117077e-79,8.18635431981732e-80,7.01516110508904e-07,1.6257082476422e-67,9.41430746862775e-80
5.86633593846496,2.2605846601342e-79,1.41286541258388e-79,7.8872479076596e-07,3.17478308027901e-67,1.62479522465234e-79
5.8606940242525,3.89839130088198e-79,2.43649456305124e-79,8.86461202425251e-07,6.19114677664957e-67,2.80196874789887e-79
5.85505211004004,6.71745057122772e-79,4.19840660701733e-79,9.95956505075024e-07,1.20562914532723e-66,4.8281675989094e-79
5.84941019582759,1.15658598882452e-78,7.22866243015325e-79,1.11858093032085e-06,2.34445537823464e-66,8.31296179648091e-79
5.84376828161513,1.98978325346556e-78,1.24361453341598e-78,1.25585890242406e-06,4.55256126904329e-66,1.43015671381578e-78
5.83812636740267,3.42048754329797e-78,2.13780471456123e-78,1.40948573427458e-06,8.82785563392751e-66,2.4584754225759e-78
5.83248445319021,5.8752270143314e-78,3.67201688395712e-78,1.58134605506596e-06,1.70938638415846e-65,4.22281941832847e-78
5.82684253897775,1.00836018248104e-77,6.30225114050648e-78,1.77353414071453e-06,3.30529976948073e-65,7.24758881538266e-78
5.82120062476529,1.72926328761375e-77,1.0807895547586e-77,1.98837633402517e-06,6.38215079491136e-65,1.24290798878358e-77
5.81555871055284,2.96319991086785e-77,1.85199994429241e-77,2.22845575895883e-06,1.23057720006328e-64,2.12979993766539e-77
5.80991679634038,5.07358779078528e-77,3.1709923692408e-77,2.49663955221236e-06,2.36938842364001e-64,3.64664122830747e-77
5.80427488212792,8.68008152984803e-77,5.42505095615502e-77,2.79610885579856e-06,4.55563850684253e-64,6.2388086074015e-77
5.79863296791546,1.48383915338411e-76,9.27399470865067e-77,3.13039183654136e-06,8.74677274744394e-64,1.06650939315535e-76
5.792991053703,2.53456974032035e-76,1.58410608770022e-76,3.50340002251587e-06,1.67699599745162e-63,1.82172200437482e-76
5.78734913949055,4.32589587795119e-76,2.70368492371949e-76,3.91946827260834e-06,3.21071534721609e-63,3.10923766972678e-76
5.78170722527809,7.37738206422949e-76,4.61086379014343e-76,4.38339872370729e-06,6.13842815088794e-63,5.30249337440964e-76
5.77606531106563,1.25713780344363e-75,7.85711127152266e-76,4.900509090727e-06,1.17192048240059e-62,9.03567799548144e-76
5.77042339685317,2.1405131202819e-75,1.33782070017619e-75,5.47668572788849e-06,2.23421368510003e-62,1.53849381220622e-75
5.76478148264071,3.6417262725112e-75,2.2760789203195e-75,6.11844189562856e-06,4.25340625603676e-62,2.61749077310731e-75
5.75913956842825,6.19086169010499e-75,3.86928855631562e-75,6.83298171637858e-06,8.08601640990755e-62,4.44968187074085e-75
5.7534976542158,1.05159690928495e-74,6.57248068303095e-75,7.62827034446037e-06,1.53503388317343e-61,7.55835285049785e-75
5.74785574000334,1.78485071539753e-74,1.11553169712346e-74,8.51311092072637e-06,2.90995926144606e-61,1.28286146531659e-74
5.74221382579088,3.02697539984812e-74,1.89185962490507e-74,9.49722893155195e-06,5.5086026519706e-61,2.17563859715357e-74
5.73657191157842,5.12944387766496e-74,3.2059024235406e-74,1.05913646446405e-05,1.04131369390024e-60,3.68678784665698e-74
5.73092999736596,8.68532493012669e-74,5.42832808132918e-74,1.18073743510932e-05,1.96565505449436e-60,6.24257741787254e-74
5.7252880831535,1.46945488177214e-73,9.18409301107588e-74,1.31583412046123e-05,3.70525950676602e-60,1.05617072218544e-73
5.71964616894105,2.48416728767027e-73,1.55260455479392e-73,1.46586965148658e-05,6.97453965717841e-60,1.78549529193341e-73
5.71400425472859,4.19623515902875e-73,2.62264697439297e-73,1.63243524232455e-05,1.31098602076737e-59,3.01604413259773e-73
5.70836234051613,7.08260782946324e-73,4.42662989341453e-73,1.81728469658746e-05,2.46074249097361e-59,5.09062460992716e-73
5.70272042630367,1.19448573954793e-72,7.46553587217454e-73,2.022350261109e-05,4.61232467816513e-59,8.58536673476827e-73
5.69707851209121,2.01290435986178e-72,1.25806522491361e-72,2.24975994471462e-05,8.63294887468671e-59,1.44677510833728e-72
5.69143659787875,3.38937568047994e-72,2.11835980029996e-72,2.50185642909541e-05,1.61355607090087e-58,2.43611397632342e-72
5.6857946836663,5.70257065101673e-72,3.56410665688546e-72,2.78121770907001e-05,3.01158100600688e-58,4.09872308042161e-72
5.68015276945384,9.58685232093591e-72,5.99178270058494e-72,3.09067961046422e-05,5.61294300179814e-58,6.8905509813588e-72
5.67451085524138,1.61040754787135e-71,1.00650471741959e-71,3.43336034556964e-05,1.04465361087217e-57,1.15748060520573e-71
5.66886894102892,2.7030243284428e-71,1.68939020527675e-71,3.81268727871415e-05,1.94150977933558e-57,1.94279910625213e-71
5.66322702681646,4.5333422609028e-71,2.83333891306425e-71,4.23242608793422e-05,3.60323386083996e-57,3.25834050952847e-71
5.657585112604,7.59698835053635e-71,4.74811771908522e-71,4.69671252314024e-05,6.67776163511098e-57,5.46033693301718e-71
5.65194319839155,1.27209284282747e-70,7.95058026767171e-71,5.21008697656576e-05,1.23581929134338e-56,9.14317049138217e-71
5.64630128417909,2.12838679132052e-70,1.33024174457533e-70,5.77753209774854e-05,2.2838344671868e-56,1.52977865666486e-70
5.64065936996663,3.55825196712799e-70,2.22390747945499e-70,6.40451370286789e-05,4.21463404094154e-56,2.55749492827258e-70
5.63501745575417,5.94397861645331e-70,3.71498663528332e-70,7.09702524702037e-05,7.76677480570843e-56,4.27223733378005e-70
5.62937554154171,9.92138209923762e-70,6.20086381202351e-70,7.86163614802745e-05,1.42924654399463e-55,7.13099888310074e-70
5.62373362732925,1.65470854804808e-69,1.03419284253005e-69,8.70554427169368e-05,2.62638980141104e-55,1.18932288607478e-69
5.6180917131168,2.75756172369391e-69,1.72347607730869e-69,9.63663291115346e-05,4.81944258571957e-55,1.98199975519286e-69
5.61244979890434,4.591804308356e-69,2.8698776927225e-69,0.000106635326171286,8.83120636625611e-55,3.30036393753619e-69
5.60680788469188,7.64004466174111e-69,4.77502791358819e-69,0.000117956882616428,1.61595346800662e-54,5.49129138744995e-69
5.60116597047942,1.27017283612947e-68,7.9385802258092e-69,0.000130434317450908,2.95272678358303e-54,9.12938601919724e-69
5.59552405626696,2.11000819097354e-68,1.31875511935847e-68,0.000144180607856049,5.38769833523997e-54,1.51657217135428e-68
5.58988214205451,3.50235253782606e-68,2.18897033614129e-68,0.000159319242605119,9.81677582220979e-54,2.51732350888522e-68
5.58424022784205,5.80884748300931e-68,3.63052967688082e-68,0.000175985146023798,1.78615881383708e-53,4.17512446040445e-68
5.57859831362959,9.62663456299712e-68,6.0166466018732e-68,0.000194325677868431,3.24531504730235e-53,6.91917438823153e-68
5.57295639941713,1.59409204711809e-67,9.96307529448805e-68,0.000214501714861259,5.88815523097468e-53,1.14575983586936e-67
5.56731448520467,2.63758644074274e-67,1.64849152546421e-67,0.000236688820010747,1.06681038160408e-52,1.89577762645303e-67
5.56167257099221,4.3606818790766e-67,2.72542617442287e-67,0.000261078506256404,1.93010444449025e-52,3.13426484627055e-67
5.55603065677976,7.20371472445982e-67,4.50232170278739e-67,0.000287879601412262,3.4870645212796e-52,5.17771938229513e-67
5.5503887425673,1.18908528269788e-66,7.43178301686177e-67,0.000317319721842216,6.29107337627982e-52,8.54664904364192e-67
5.54474682835484,1.96120909696838e-66,1.22575568560524e-66,0.000349646862785091,1.13337887356696e-51,1.40963867086831e-66
5.53910491414238,3.23213276167612e-66,2.02008297604757e-66,0.000385131113758049,2.03897110101143e-51,2.32313446785537e-66
5.53346299992992,5.32241679503642e-66,3.32651049689776e-66,0.00042406650800534,3.66296376733262e-51,3.8255646160173e-66
5.52782108571746,8.75755689680411e-66,5.47347306050257e-66,0.000466773015526059,6.57112562773964e-51,6.29464780623695e-66
5.52217917150501,1.43983077325714e-65,8.99894233285716e-66,0.000513598689810679,1.17715191245256e-50,1.03490882417898e-65
5.51653725729255,2.36534411924283e-65,1.47834007452677e-65,0.000564921979042689,2.10576959119482e-50,1.70015131528378e-65
5.51089534308009,3.88268010790858e-65,2.42667506744286e-65,0.000621154213179398,3.76161879899367e-50,2.79079526916356e-65
5.50525342886763,6.36829665707678e-65,3.98018541067299e-65,0.000682742279016478,6.71002764628192e-50,4.57744777655202e-65
5.49961151465517,1.04368480042627e-64,6.52303000266421e-65,0.000750171496064157,1.19525187001346e-49,7.50194639302164e-65
5.49396960044271,1.70910926508641e-64,1.068193290679e-64,0.00082396870682087,2.12608267800008e-49,1.2285131121816e-64
5.48832768623026,2.79656356691982e-64,1.74785222932488e-64,0.000904705595823054,3.77647367283007e-49,2.01020841886301e-64
5.4826857720178,4.57229201743386e-64,2.85768251089616e-64,0.000993002252678624,6.69851244683899e-49,3.28668462130493e-64
5.47704385780534,7.46960473163569e-64,4.66850295727231e-64,0.00108953099515725,1.18646756702812e-48,5.36946321878339e-64
5.47140194359288,1.21931433427159e-63,7.62071458919746e-64,0.00119502046931369,2.09854829447892e-48,8.76516083207586e-64
5.46576002938042,1.98878637081424e-63,1.2429914817589e-63,0.00131026004456137,3.70653120223139e-48,1.42970166506281e-63
5.46011811516796,3.24126834594532e-63,2.02579271621583e-63,0.00143610452259385,6.53735317007458e-48,2.3301714253853e-63
5.45447620095551,5.2783263448054e-63,3.29895396550337e-63,0.00157347918007048,1.15138834741649e-47,3.79478967624005e-63
5.44883428674305,8.58878804288045e-63,5.36799252680028e-63,0.00172338516604158,2.02501062887777e-47,6.17512135889209e-63
5.44319237253059,1.3964388721495e-62,8.72774295093439e-63,0.00188690527618739,3.55646369147218e-47,1.00406515158092e-62
5.43755045831813,2.26864410596431e-62,1.41790256622769e-62,0.00206521012708361,6.23727721222377e-47,1.63131444940245e-62
5.43190854410567,3.68269040214381e-62,2.30168150133988e-62,0.0022595647548858,1.0923386704648e-46,2.64834028202488e-62
5.42626662989321,5.97335665057429e-62,3.73334790660893e-62,0.00247133566404347,1.91031579152404e-46,4.29606944045103e-62
5.42062471568076,9.68113060348601e-62,6.05070662717876e-62,0.00270199835291474,3.33609660258768e-46,6.96356260859644e-62
5.4149828014683,1.56779079171801e-61,9.79869244823758e-62,0.00295314534444947,5.81778496610941e-46,1.12786176398245e-61
5.40934088725584,2.5369069417129e-61,1.58556683857056e-61,0.00322649475144735,1.01312330864939e-45,1.82535037159706e-61
5.40369897304338,4.10180831831928e-61,2.56363019894955e-61,0.0035238994072715,1.76178352430211e-45,2.95192059533555e-61
5.39805705883092,6.62674994773672e-61,4.14171871733545e-61,0.00384735659431127,3.05934444745528e-45,4.77016750644145e-61
5.39241514461847,1.06974484506124e-60,6.68590528163272e-61,0.00419901840393539,5.3050539330345e-45,7.70257616490296e-61
5.38677323040601,1.72549703981472e-60,1.0784356498842e-60,0.0045812027631583,9.18621964957393e-45,1.24283985948995e-60
5.38113131619355,2.78101052158782e-60,1.73813157599239e-60,0.00499640516475848,1.58843498069958e-44,2.00389571051956e-60
5.37548940198109,4.47863265701656e-60,2.79914541063535e-60,0.00544731113913104,2.74275903673463e-44,3.2286463645845e-60
5.36984748776863,7.20680299385064e-60,4.50425187115665e-60,0.00593680950773074,4.72924117023645e-44,5.19824452777285e-60
5.36420557355617,1.15876202813576e-59,7.24226267584852e-60,0.00646800645955991,8.14293304224689e-44,8.36354030685252e-60
5.35856365934372,1.86165952772171e-59,1.16353720482607e-59,0.00704424049377622,1.40008970014837e-43,1.34470882302797e-59
5.35292174513126,2.98855089753172e-59,1.86784431095733e-59,0.00766909827313565,2.40390030576602e-43,2.16062635559749e-59
5.3472798309188,4.79375079270316e-59,2.99609424543948e-59,0.00834643143463958,4.12156961534347e-43,3.46940094794395e-59
5.34163791670634,7.68324437659366e-59,4.80202773537104e-59,0.00908037440542336,7.05658247300723e-43,5.56755440010527e-59
5.33599600249388,1.23046208938345e-58,7.69038805864659e-59,0.00987536327359444,1.20645686399029e-42,8.92941987337528e-59
5.33035408828142,1.96900230989736e-58,1.23062644368585e-58,0.0107361557654032,2.05975122863035e-42,1.43135266372466e-58
5.32471217406897,3.14831813363624e-58,1.96769883352265e-58,0.0116678523818006,3.51158623137369e-42,2.2932585630527e-58
5.31907025985651,5.02996998123812e-58,3.14373123827382e-58,0.0126759187490972,5.97829717338644e-42,3.67251487563942e-58
5.31342834564405,8.0298341020863e-58,5.01864631380394e-58,0.0137662092400834,1.01633587648624e-41,5.87899009762225e-58
5.30778643143159,1.28086143404283e-57,8.00538396276766e-58,0.0149449919235908,1.72537145340419e-41,9.40802960280133e-58
5.30214451721913,2.04151287613264e-57,1.2759455475829e-57,0.0162189749020706,2.9249170572295e-41,1.50516369329467e-57
5.29650260300667,3.25129588619515e-57,2.03205992887197e-57,0.0175953340983135,4.9514237680291e-41,2.40765870423466e-57
5.29086068879422,5.17386702758711e-57,3.23366689224195e-57,0.0190817425539459,8.37013059104801e-41,3.8510086804365e-57
5.28521877458176,8.22675243241331e-57,5.14172027025832e-57,0.0206864013037868,1.41292778576822e-40,6.15985526284674e-57
5.2795768603693,1.30706140488576e-56,8.16913378053599e-57,0.0224180718915369,2.38173419868325e-40,9.85456325225126e-57
5.27393494615684,2.07499928192602e-56,1.29687455120377e-56,0.0242861105935828,4.00914916024667e-40,1.5770173852385e-56
5.26829303194438,3.29150339792242e-56,2.05718962370151e-56,0.0263005044189202,6.73901978299424e-40,2.52485607027149e-56
5.26265111773192,5.21705075619419e-56,3.26065672262137e-56,0.0284719089543347,1.13116730293762e-39,4.04496286321189e-56
5.25700920351947,8.26247604416543e-56,5.16404752760339e-56,0.0308116881249894,1.89601840977688e-39,6.48567481078686e-56
5.25136728930701,1.3075242789502e-55,8.17202674343877e-56,0.0333319559414711,3.1735390869619e-39,1.0410026875743e-55
5.24572537509455,2.06749138038806e-55,1.29218211274254e-55,0.0360456203051037,5.30433260535723e-39,1.67303957209509e-55
5.24008346088209,3.26657061153965e-55,2.04160663221228e-55,0.0389664289439551,8.85326043983001e-39,2.69294697257347e-55
5.23444154666963,5.15697220443471e-55,3.22310762777169e-55,0.042109017552414,1.47557513049545e-38,4.3424348788034e-55
5.22879963245718,8.13489455359678e-55,5.08430909599798e-55,0.0454889602074782,2.45586793455944e-38,7.01690190706211e-55
5.22315771824472,1.28222270334087e-54,8.01389189588043e-55,0.0491228221349905,4.08163612856998e-38,1.13655640254697e-54
5.21751580403226,2.01943274466949e-54,1.26214546541843e-54,0.0530282148989173,6.77406184277616e-38,1.84586120389891e-54
5.2118738898198,3.17796948508769e-54,1.98623092817981e-54,0.0572238540864137,1.12266355363849e-37,3.00675351875584e-54
5.20623197560734,4.99717373633383e-54,3.12323358520864e-54,0.0617296195608273,1.85795711532092e-37,4.91373494378168e-54
5.20059006139488,7.85151693871134e-54,4.90719808669459e-54,0.0665666183539294,3.07048756028153e-37,8.05856351417898e-54
5.19494814718242,1.23264237150994e-53,7.70401482193714e-54,0.0717572502675397,5.06715972187669e-37,1.32660361712598e-53
5.18930623296997,1.93363727689479e-53,1.20852329805925e-53,0.0773252762532549,8.35040309644238e-37,2.19256727389213e-53
5.18366431875751,3.03087010861494e-53,1.89429381788434e-53,0.0832958896373,1.37415550554425e-36,3.63885586841563e-53
5.17802240454505,4.74694321449578e-53,2.96683950905986e-53,0.0896957902553686,2.25813508667971e-36,6.06495093768284e-53
5.17238049033259,7.42873977614365e-53,4.64296236008978e-53,0.0965532615599647,3.70552331736879e-36,1.01523519194914e-52
5.16673857612013,1.16163757581648e-52,7.26023484885297e-53,0.103898250759902,6.07204214220186e-36,1.70680593899139e-52
5.16109666190768,1.81501640716465e-52,1.1343852544779e-52,0.11176245204845,9.93586309209917e-36,2.88174404392671e-52
5.15545474769522,2.83364118393857e-52,1.77102573996161e-52,0.120179392973003,1.62353634469569e-35,4.88575209546719e-52
5.14981283348276,4.4204201884244e-52,2.76276261776525e-52,0.129184523995111,2.64913461141385e-35,8.31649571994298e-52
5.1441709192703,6.89027647813458e-52,4.30642279883411e-52,0.138815311285245,4.31649888812662e-35,1.42098750483011e-51
5.13852900505784,1.07315916986713e-51,6.70724481166957e-52,0.149111332791665,7.02335846503701e-35,2.43653328873149e-51
5.13288709084538,1.67011366781035e-51,1.04382104238147e-51,0.160114377617392,1.14115235661949e-34,4.19145522065367e-51
5.12724517663293,2.5970619940796e-51,1.62316374629975e-51,0.171868548733258,1.85151836017383e-34,7.23163803473241e-51
5.12160326242047,4.03527373295924e-51,2.52204608309952e-51,0.184420369048576,2.99983943205344e-34,1.25098295158022e-50
5.11596134820801,6.264956809638e-51,3.91559800602375e-51,0.197818890853943,4.85348387418517e-34,2.1690542170248e-50
5.11031943399555,9.71890997661188e-51,6.07431873538242e-51,0.212115808643098,7.84142092909187e-34,3.76839249235776e-50
5.10467751978309,1.50650797366448e-50,9.41567483540299e-51,0.227365575312627,1.26509033832353e-33,6.55804533716999e-50
5.09903560557063,2.3333490312992e-50,1.458343144562e-50,0.243625521729492,2.03813949797607e-33,1.14286924686322e-49
5.09339369135818,3.61112379268601e-50,2.25695237042876e-50,0.26095597964712,3.2789278983449e-33,1.99388769843128e-49
5.08775177714572,5.58418044543231e-50,3.49011277839519e-50,0.279420407940681,5.26763195235392e-33,3.48155206840202e-49
5.08210986293326,8.62841266198555e-50,5.39275791374097e-50,0.29908552212168,8.45054219838729e-33,6.08285734398205e-49
5.0764679487208,1.33216116383934e-49,8.32600727399586e-50,0.320021427080692,1.35375265442027e-32,1.06318310491694e-48
5.07082603450834,2.05511924868971e-49,1.28444953043107e-49,0.342301752995172,2.1656070800032e-32,1.85860031218541e-48
5.06518412029588,3.1679015943377e-49,1.97993849646106e-49,0.366003794326758,3.45943837762399e-32,3.24908936118674e-48
5.05954220608343,4.87933610927522e-49,3.04958506829701e-49,0.391208651819186,5.51845023389177e-32,5.67888712841464e-48
5.05390029187097,7.50938178802414e-49,4.69336361751509e-49,0.41800137739416,8.79051373314235e-32,9.92262300752676e-48
5.04825837765851,1.15478738807685e-48,7.21742117548028e-49,0.446471121827888,1.39828911891981e-31,1.73298235436771e-47
5.04261646344605,1.77441122574518e-48,1.10900701609074e-48,0.476711285075817,2.22108558979451e-31,3.0249298634488e-47
5.03697454923359,2.72433755873625e-48,1.70271097421015e-48,0.508819669097259,3.52305323638283e-31,5.27648793939285e-47
5.03133263502114,4.17947716138816e-48,2.6121732258676e-48,0.542898633014931,5.58031496467855e-31,9.19693839310102e-47
5.02569072080868,6.40674431457463e-48,4.00421519660914e-48,0.579055250427587,8.8264042326348e-31,1.60167808761091e-46
5.02004880659622,9.81312260922673e-48,6.13320163076671e-48,0.61740146867565,1.39410186995974e-30,2.78682683833659e-46
5.01440689238376,1.50186693250695e-47,9.38666832816843e-48,0.658054269841814,2.19882568299269e-30,4.84418195918071e-46
5.0087649781713,2.2967307371641e-47,1.43545671072756e-47,0.701135833249247,3.46316104167268e-30,8.41168253063839e-46
5.00312306395884,3.50948270981077e-47,2.19342669363173e-47,0.746773699200596,5.44678419462754e-30,1.45907108351376e-45
4.99748114974638,5.358343227489e-47,3.34896451718062e-47,0.795100933680837,8.55447270285515e-30,2.52803429550813e-45
4.99183923553393,8.17470986399757e-47,5.10919366499848e-47,0.846256293726348,1.34162739009345e-29,4.37508472665593e-45
4.98619732132147,1.24614495537527e-46,7.78840597109541e-47,0.900384393141536,2.10114576533548e-29,7.56263314654158e-45
4.98055540710901,1.89810038359962e-46,1.18631273974976e-46,0.957635868222581,3.28598853260432e-29,1.30566113781958e-44
4.97491349289655,2.88884464621242e-46,1.80552790388276e-46,1.01816754312622,5.13170283815825e-29,2.25137663596209e-44
4.96927157868409,4.39322650348113e-46,2.74576656467571e-46,1.08214259449882,8.00281082485091e-29,3.87718714465042e-44
4.96362966447164,6.67570903967087e-46,4.17231814979429e-46,1.14973071495856,1.24626155238784e-28,6.66850037345169e-44
4.95798775025918,1.01359766564058e-45,6.33498541025362e-46,1.22110827500062,1.93803420710404e-28,1.14544780023186e-43
4.95234583604672,1.53775872850828e-45,9.61099205317673e-46,1.29645848287217,3.00953414079549e-28,1.96495192354406e-43
4.94670392183426,2.33112304171294e-45,1.45695190107059e-45,1.37597154194079,4.66683778601626e-28,3.36629861352648e-43
4.9410620076218,3.53099083750746e-45,2.20686927344217e-45,1.4598448050565,7.22656197764194e-28,5.75933966098972e-43
4.93542009340934,5.34419604502941e-45,3.34012252814338e-45,1.54828292538483,1.11744550486734e-27,9.84029114681665e-43
